"","ID","Date","ele","Plant","Hummingbird","Yobs"
"3324",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3325",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Coeligena torquata",0
"3326",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Coeligena wilsoni",0
"3327",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Haplophaedia lugens",0
"3328",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Heliangelus strophianus",0
"3329",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3330",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Ocreatus underwoodii",0
"3331",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis striigularis",0
"3332",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis yaruqui",0
"3333",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Thalurania fannyi",0
"3334",NA,"16/12/2017",2262.304443,"Centropogon solanifolius","Urosticte benjamini",0
"3335",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Adelomyia melanogenys",0
"3336",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3337",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Coeligena torquata",0
"3338",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Coeligena wilsoni",0
"3339",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Haplophaedia lugens",0
"3340",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Heliangelus strophianus",0
"3341",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3342",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Ocreatus underwoodii",0
"3343",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Phaethornis striigularis",0
"3344",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Phaethornis yaruqui",0
"3345",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Thalurania fannyi",0
"3346",NA,"17/05/2018",1990.748779,"Centropogon solanifolius","Urosticte benjamini",0
"3347",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Adelomyia melanogenys",0
"3348",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3349",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Coeligena torquata",0
"3350",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Coeligena wilsoni",0
"3351",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Haplophaedia lugens",0
"3352",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Heliangelus strophianus",0
"3353",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3354",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Ocreatus underwoodii",0
"3355",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Phaethornis striigularis",0
"3356",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Phaethornis yaruqui",0
"3357",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Thalurania fannyi",0
"3358",NA,"17/08/2017",1611.616455,"Centropogon solanifolius","Urosticte benjamini",0
"3359",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Adelomyia melanogenys",0
"3360",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3361",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Coeligena torquata",0
"3362",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Coeligena wilsoni",0
"3363",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Haplophaedia lugens",0
"3364",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Heliangelus strophianus",0
"3365",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3366",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Ocreatus underwoodii",0
"3367",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis striigularis",0
"3368",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis yaruqui",0
"3369",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Thalurania fannyi",0
"3370",NA,"17/11/2017",2269.357666,"Centropogon solanifolius","Urosticte benjamini",0
"3371",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Adelomyia melanogenys",0
"3372",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3373",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Coeligena torquata",0
"3374",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Coeligena wilsoni",0
"3375",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Haplophaedia lugens",0
"3376",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Heliangelus strophianus",0
"3377",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3378",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Ocreatus underwoodii",0
"3379",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis striigularis",0
"3380",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis yaruqui",0
"3381",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Thalurania fannyi",0
"3382",NA,"17/12/2017",2262.304443,"Centropogon solanifolius","Urosticte benjamini",0
"3383",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Adelomyia melanogenys",0
"3384",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3385",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Coeligena torquata",0
"3386",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Coeligena wilsoni",0
"3387",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Haplophaedia lugens",0
"3388",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Heliangelus strophianus",0
"3389",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3390",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Ocreatus underwoodii",0
"3391",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Phaethornis syrmatophorus",0
"3392",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Phaethornis yaruqui",0
"3393",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Thalurania fannyi",0
"3394",NA,"18/01/2018",1566.188354,"Centropogon solanifolius","Urosticte benjamini",0
"3395",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Adelomyia melanogenys",0
"3396",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3397",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Coeligena torquata",0
"3398",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Coeligena wilsoni",0
"3399",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Haplophaedia lugens",0
"3400",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Heliangelus strophianus",0
"3401",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3402",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Ocreatus underwoodii",0
"3403",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Phaethornis striigularis",0
"3404",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Phaethornis yaruqui",0
"3405",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Thalurania fannyi",0
"3406",NA,"18/05/2018",1990.748779,"Centropogon solanifolius","Urosticte benjamini",0
"3407",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Adelomyia melanogenys",0
"3408",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3409",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Coeligena torquata",0
"3410",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Coeligena wilsoni",0
"3411",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Haplophaedia lugens",0
"3412",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Heliangelus strophianus",0
"3413",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3414",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Ocreatus underwoodii",0
"3415",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Phaethornis striigularis",0
"3416",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Phaethornis yaruqui",0
"3417",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Thalurania fannyi",0
"3418",NA,"18/08/2017",1611.616455,"Centropogon solanifolius","Urosticte benjamini",0
"3419",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Adelomyia melanogenys",0
"3420",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3421",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Coeligena wilsoni",0
"3422",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Haplophaedia lugens",0
"3423",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Heliangelus strophianus",0
"3424",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Ocreatus underwoodii",0
"3425",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis striigularis",0
"3426",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis yaruqui",0
"3427",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Thalurania fannyi",0
"3428",NA,"18/11/2017",2269.357666,"Centropogon solanifolius","Urosticte benjamini",0
"3429",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Adelomyia melanogenys",0
"3430",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3431",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Coeligena torquata",0
"3432",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Coeligena wilsoni",0
"3433",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Haplophaedia lugens",0
"3434",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Heliangelus strophianus",0
"3435",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3436",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Ocreatus underwoodii",0
"3437",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis striigularis",0
"3438",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis yaruqui",0
"3439",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Thalurania fannyi",0
"3440",NA,"18/12/2017",2262.304443,"Centropogon solanifolius","Urosticte benjamini",0
"3441",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Adelomyia melanogenys",0
"3442",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3443",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Coeligena torquata",0
"3444",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Coeligena wilsoni",0
"3445",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Haplophaedia lugens",0
"3446",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Heliangelus strophianus",0
"3447",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3448",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Ocreatus underwoodii",0
"3449",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis striigularis",0
"3450",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis yaruqui",0
"3451",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Thalurania fannyi",0
"3452",NA,"19/06/2017",1977.957886,"Centropogon solanifolius","Urosticte benjamini",0
"3453",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Adelomyia melanogenys",0
"3454",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3455",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Coeligena torquata",0
"3456",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Coeligena wilsoni",0
"3457",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Haplophaedia lugens",0
"3458",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Heliangelus strophianus",0
"3459",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3460",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Ocreatus underwoodii",0
"3461",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis striigularis",0
"3462",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis yaruqui",0
"3463",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Thalurania fannyi",0
"3464",NA,"19/11/2017",2269.357666,"Centropogon solanifolius","Urosticte benjamini",0
"3465",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Adelomyia melanogenys",0
"3466",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3467",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Coeligena torquata",0
"3468",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Coeligena wilsoni",0
"3469",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Haplophaedia lugens",0
"3470",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Heliangelus strophianus",0
"3471",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3472",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Ocreatus underwoodii",0
"3473",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis striigularis",0
"3474",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Phaethornis yaruqui",0
"3475",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Thalurania fannyi",0
"3476",NA,"19/12/2017",2262.304443,"Centropogon solanifolius","Urosticte benjamini",0
"3477",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Adelomyia melanogenys",0
"3478",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3479",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Coeligena torquata",0
"3480",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Coeligena wilsoni",0
"3481",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Haplophaedia lugens",0
"3482",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Heliangelus strophianus",0
"3483",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3484",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Ocreatus underwoodii",0
"3485",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis striigularis",0
"3486",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis yaruqui",0
"3487",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Thalurania fannyi",0
"3488",NA,"20/06/2017",1977.957886,"Centropogon solanifolius","Urosticte benjamini",0
"3489",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Adelomyia melanogenys",0
"3490",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3491",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Coeligena torquata",0
"3492",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Coeligena wilsoni",0
"3493",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Haplophaedia lugens",0
"3494",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Heliangelus strophianus",0
"3495",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3496",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis striigularis",0
"3497",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis syrmatophorus",0
"3498",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis yaruqui",0
"3499",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Thalurania fannyi",0
"3500",NA,"20/11/2017",1711.383667,"Centropogon solanifolius","Urosticte benjamini",0
"3501",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Adelomyia melanogenys",0
"3502",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3503",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Coeligena torquata",0
"3504",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Coeligena wilsoni",0
"3505",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Haplophaedia lugens",0
"3506",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Heliangelus strophianus",0
"3507",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3508",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Ocreatus underwoodii",0
"3509",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis striigularis",0
"3510",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Phaethornis yaruqui",0
"3511",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Thalurania fannyi",0
"3512",NA,"20/11/2017",2269.357666,"Centropogon solanifolius","Urosticte benjamini",0
"3513",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Adelomyia melanogenys",0
"3514",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3515",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Coeligena torquata",0
"3516",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Haplophaedia lugens",0
"3517",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Heliangelus strophianus",0
"3518",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3519",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Ocreatus underwoodii",0
"3520",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis striigularis",0
"3521",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis yaruqui",0
"3522",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Thalurania fannyi",0
"3523",NA,"21/06/2017",1977.957886,"Centropogon solanifolius","Urosticte benjamini",0
"3524",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Adelomyia melanogenys",0
"3525",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3526",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Coeligena torquata",0
"3527",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Coeligena wilsoni",0
"3528",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Haplophaedia lugens",0
"3529",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Heliangelus strophianus",0
"3530",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3531",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Ocreatus underwoodii",0
"3532",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis striigularis",0
"3533",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis yaruqui",0
"3534",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Thalurania fannyi",0
"3535",NA,"21/11/2017",1711.383667,"Centropogon solanifolius","Urosticte benjamini",0
"3536",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Adelomyia melanogenys",0
"3537",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3538",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Coeligena torquata",0
"3539",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Coeligena wilsoni",0
"3540",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Haplophaedia lugens",0
"3541",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Heliangelus strophianus",0
"3542",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3543",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Ocreatus underwoodii",0
"3544",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis striigularis",0
"3545",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis yaruqui",0
"3546",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Thalurania fannyi",0
"3547",NA,"22/06/2017",1977.957886,"Centropogon solanifolius","Urosticte benjamini",0
"3548",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Adelomyia melanogenys",0
"3549",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3550",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Coeligena torquata",0
"3551",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Coeligena wilsoni",0
"3552",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Haplophaedia lugens",0
"3553",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Heliangelus strophianus",0
"3554",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3555",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Ocreatus underwoodii",0
"3556",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Phaethornis striigularis",0
"3557",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Phaethornis yaruqui",0
"3558",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Thalurania fannyi",0
"3559",NA,"22/06/2018",2151.389648,"Centropogon solanifolius","Urosticte benjamini",0
"3560",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Adelomyia melanogenys",0
"3561",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3562",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Coeligena torquata",0
"3563",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Coeligena wilsoni",0
"3564",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Haplophaedia lugens",0
"3565",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Heliangelus strophianus",0
"3566",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3567",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Ocreatus underwoodii",0
"3568",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Phaethornis striigularis",0
"3569",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Phaethornis yaruqui",0
"3570",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Thalurania fannyi",0
"3571",NA,"22/08/2017",2192.592773,"Centropogon solanifolius","Urosticte benjamini",0
"3572",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Adelomyia melanogenys",0
"3573",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Coeligena torquata",0
"3574",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Coeligena wilsoni",0
"3575",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Haplophaedia lugens",0
"3576",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Heliangelus strophianus",0
"3577",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3578",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Ocreatus underwoodii",0
"3579",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis striigularis",0
"3580",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis syrmatophorus",0
"3581",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Phaethornis yaruqui",0
"3582",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Thalurania fannyi",0
"3583",NA,"22/11/2017",1711.383667,"Centropogon solanifolius","Urosticte benjamini",0
"3584",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Adelomyia melanogenys",0
"3585",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3586",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Coeligena torquata",0
"3587",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Coeligena wilsoni",0
"3588",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Haplophaedia lugens",0
"3589",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Heliangelus strophianus",0
"3590",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3591",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Ocreatus underwoodii",0
"3592",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis striigularis",0
"3593",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Phaethornis yaruqui",0
"3594",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Thalurania fannyi",0
"3595",NA,"23/06/2017",1977.957886,"Centropogon solanifolius","Urosticte benjamini",0
"3596",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Adelomyia melanogenys",0
"3597",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3598",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Coeligena torquata",0
"3599",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Haplophaedia lugens",0
"3600",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Heliangelus strophianus",0
"3601",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3602",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Ocreatus underwoodii",0
"3603",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Phaethornis striigularis",0
"3604",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Phaethornis yaruqui",0
"3605",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Thalurania fannyi",0
"3606",NA,"23/06/2017",2122.266602,"Centropogon solanifolius","Urosticte benjamini",0
"3607",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Adelomyia melanogenys",0
"3608",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3609",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Coeligena torquata",0
"3610",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Coeligena wilsoni",0
"3611",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Haplophaedia lugens",0
"3612",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Heliangelus strophianus",0
"3613",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Heliodoxa rubinoides",0
"3614",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Ocreatus underwoodii",0
"3615",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Phaethornis striigularis",0
"3616",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Phaethornis yaruqui",0
"3617",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Thalurania fannyi",0
"3618",NA,"23/06/2018",2151.389648,"Centropogon solanifolius","Urosticte benjamini",0
"3619",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Adelomyia melanogenys",0
"3620",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Aglaiocercus coelestis",0
"3621",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Coeligena torquata",0
"3622",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Coeligena wilsoni",0
"3623",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Haplophaedia lugens",0
"3624",NA,"23/06/2018",2268.788086,"Centropogon solanifolius","Heliangelus strophianus",0
