"","date","Month","Year","site","final_plant_name","total_flowers","height","hummingbird","comment","Transect_ID","lon","lat","ele","time","name","sym","type","extensions","link","cmt","desc","waypoint","timestamp","Camera_ID"
"99","04/04/2017","April","2017","Verdecocha","Salvia pichinchensis",12,"6","Pterophanes cyanopterus","3 sec; flor morada","Verdecocha_April_92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","04/04/2017","April","2017","Verdecocha","Macleania rupestris",9,"8","Eriocnemis luciani",NA,"Verdecocha_April_95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","04/04/2017","April","2017","Verdecocha","Miconia corymbiformis",2,"7","Metallura tyrianthina","3 flowers","Verdecocha_April_95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","04/04/2017","April","2017","Verdecocha","Macleania rupestris",30,"6","Coeligena lutetiae","2 ind","Verdecocha_April_98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","04/04/2017","April","2017","Verdecocha","Macleania rupestris",3,"4","Eriocnemis luciani",NA,"Verdecocha_April_103",-78.595626,-0.123499,"3420.638","2017-04-04T14:12:46Z","103","Flag, Blue","Blue Flag","103",NA,NA,NA,"103",2017-04-04 14:12:46,"Verdecocha_103"
"104","04/04/2017","April","2017","Verdecocha","Deprea granulosa",1,"2","Metallura tyrianthina","lila","Verdecocha_April_134",-78.597681,-0.121572,"3393.897","2017-04-04T15:43:51Z","134","Flag, Blue","Blue Flag","134",NA,NA,NA,"134",2017-04-04 15:43:51,"Verdecocha_134"
"105","04/04/2017","April","2017","Verdecocha","Macleania rupestris",6,"4","Eriocnemis luciani",NA,"Verdecocha_April_196",-78.597216,-0.117397,"3377.266","2017-04-04T18:29:52Z","196","Flag, Blue","Blue Flag","196",NA,NA,NA,"196",2017-04-04 18:29:52,"Verdecocha_196"
"106","04/04/2017","April","2017","Verdecocha","Disterigma noyesiae",7,"2","Eriocnemis luciani",NA,"Verdecocha_April_221",-78.597942,-0.115347,"3401.760","2017-04-04T19:12:36Z","221","Flag, Blue","Blue Flag","221",NA,NA,NA,"221",2017-04-04 19:12:36,"Verdecocha_221"
"107","05/05/2017","May","2017","Verdecocha","Macleania rupestris",7,"4","Coeligena lutetiae",NA,"Verdecocha_May_301",-78.595105,-0.124415,"3407.950","2017-05-05T13:16:03Z","301","Flag, Blue","Blue Flag","301",NA,NA,NA,"301",2017-05-05 13:16:03,"Verdecocha_301"
"108","05/05/2017","May","2017","Verdecocha","Macleania rupestris",40,"8","Metallura tyrianthina",NA,"Verdecocha_May_307",-78.595303,-0.123914,"3410.643","2017-05-05T13:34:14Z","307","Flag, Blue","Blue Flag","307",NA,NA,NA,"307",2017-05-05 13:34:14,"Verdecocha_307"
"109","05/05/2017","May","2017","Verdecocha","Deprea granulosa",27,"3","Metallura tyrianthina","lila","Verdecocha_May_332",-78.597668,-0.121584,"3404.664","2017-05-05T15:31:44Z","332","Flag, Blue","Blue Flag","332",NA,NA,NA,"332",2017-05-05 15:31:44,"Verdecocha_332"
"110","05/05/2017","May","2017","Verdecocha","Palicourea fuchsioides",21,"2","Eriocnemis nigrivestis",NA,"Verdecocha_May_361",-78.597618,-0.11871,"3384.376","2017-05-05T17:16:03Z","361","Flag, Blue","Blue Flag","361",NA,NA,NA,"361",2017-05-05 17:16:03,"Verdecocha_361"
"111","12/06/2017","June","2017","Verdecocha","Miconia corymbiformis",4,"6","Metallura tyrianthina",NA,"Verdecocha_June_102",-78.595074,-0.12481,"3446.668","2017-06-12T13:52:17Z","102","Flag, Blue","Blue Flag","102",NA,NA,NA,"102",2017-06-12 13:52:17,"Verdecocha_102"
"112","12/06/2017","June","2017","Verdecocha","Macleania rupestris",31,"7","Eriocnemis luciani","2 sec","Verdecocha_June_107",-78.595185,-0.124244,"3423.106","2017-06-12T14:02:01Z","107","Flag, Blue","Blue Flag","107",NA,NA,NA,"107",2017-06-12 14:02:01,"Verdecocha_107"
"113","12/06/2017","June","2017","Verdecocha","Siphocampylus rupestris",23,"5","Coeligena lutetiae",NA,"Verdecocha_June_108",-78.595258,-0.123957,"3426.152","2017-06-12T14:10:15Z","108","Flag, Blue","Blue Flag","108",NA,NA,NA,"108",2017-06-12 14:10:15,"Verdecocha_108"
"114","12/06/2017","June","2017","Verdecocha","Macleania rupestris",4,"5","Eriocnemis luciani",NA,"Verdecocha_June_144",-78.597739,-0.119619,"3376.798","2017-06-12T16:25:14Z","144","Flag, Blue","Blue Flag","144",NA,NA,NA,"144",2017-06-12 16:25:14,"Verdecocha_144"
"115","12/06/2017","June","2017","Verdecocha","Thibaudia floribunda",47,"5","Metallura tyrianthina",NA,"Verdecocha_June_188",-78.597793,-0.115693,"3403.925","2017-06-12T18:23:05Z","188","Flag, Blue","Blue Flag","188",NA,NA,NA,"188",2017-06-12 18:23:05,"Verdecocha_188"
"116","12/06/2017","June","2017","Verdecocha","Clethra ovalifolia",352,"2","Metallura tyrianthina","flor muy pequeña color crema","Verdecocha_June_190",-78.597934,-0.115191,"3418.807","2017-06-12T18:33:24Z","190","Flag, Blue","Blue Flag","190",NA,NA,NA,"190",2017-06-12 18:33:24,"Verdecocha_190"
"117","11/07/2017","July","2017","Verdecocha","Miconia corymbiformis",5,"8","Metallura tyrianthina",NA,"Verdecocha_July_451",-78.595154,-0.124322,"3324.242","2017-07-11T13:26:00Z","451","Flag, Blue","Blue Flag","451",NA,NA,NA,"451",2017-07-11 13:26:00,"Verdecocha_451"
"118","10/08/2017","August","2017","Verdecocha","Miconia corymbiformis",14,"7","Ramphomicron microrhynchum",NA,"Verdecocha_August_655",-78.595194,-0.12428,"3433.444","2017-08-10T13:30:11Z","655","Flag, Blue","Blue Flag","655",NA,NA,NA,"655",2017-08-10 13:30:11,"Verdecocha_655"
"119","10/08/2017","August","2017","Verdecocha","Salvia pichinchensis",10,"2","Lafresnaya lafresnayi","female","Verdecocha_August_655",-78.595194,-0.12428,"3433.444","2017-08-10T13:30:11Z","655","Flag, Blue","Blue Flag","655",NA,NA,NA,"655",2017-08-10 13:30:11,"Verdecocha_655"
"120","10/08/2017","August","2017","Verdecocha","Thibaudia floribunda",83,"4","Metallura tyrianthina",NA,"Verdecocha_August_677",-78.597174,-0.122343,"3414.284","2017-08-10T14:41:49Z","677","Flag, Blue","Blue Flag","677",NA,NA,NA,"677",2017-08-10 14:41:49,"Verdecocha_677"
"121","10/08/2017","August","2017","Verdecocha","Racinaea tetrantha",13,"5","Metallura tyrianthina",NA,"Verdecocha_August_678",-78.597248,-0.122299,"3417.785","2017-08-10T14:45:20Z","678","Flag, Blue","Blue Flag","678",NA,NA,NA,"678",2017-08-10 14:45:20,"Verdecocha_678"
"122","10/08/2017","August","2017","Verdecocha","Thibaudia floribunda",159,"3","Metallura tyrianthina","female","Verdecocha_August_679",-78.597291,-0.122321,"3419.186","2017-08-10T14:47:03Z","679","Flag, Blue","Blue Flag","679",NA,NA,NA,"679",2017-08-10 14:47:03,"Verdecocha_679"
"123","10/08/2017","August","2017","Verdecocha","Racinaea tetrantha",13,"9","Metallura tyrianthina",NA,"Verdecocha_August_713",-78.597596,-0.11888,"3376.666","2017-08-10T16:46:51Z","713","Flag, Blue","Blue Flag","713",NA,NA,NA,"713",2017-08-10 16:46:51,"Verdecocha_713"
"124","10/08/2017","August","2017","Verdecocha","Palicourea fuchsioides",52,"2","Eriocnemis nigrivestis","male","Verdecocha_August_715",-78.597572,-0.118711,"3377.566","2017-08-10T16:53:05Z","715","Flag, Blue","Blue Flag","715",NA,NA,NA,"715",2017-08-10 16:53:05,"Verdecocha_715"
"125","10/08/2017","August","2017","Verdecocha","Racinaea tetrantha",3,"6","Metallura tyrianthina",NA,"Verdecocha_August_723",-78.597321,-0.118052,"3380.888","2017-08-10T17:20:13Z","723","Flag, Blue","Blue Flag","723",NA,NA,NA,"723",2017-08-10 17:20:13,"Verdecocha_723"
"126","10/08/2017","August","2017","Verdecocha","Racinaea tetrantha",3,"4","Metallura tyrianthina",NA,"Verdecocha_August_728",-78.59724,-0.117652,"3379.390","2017-08-10T17:30:30Z","728","Flag, Blue","Blue Flag","728",NA,NA,NA,"728",2017-08-10 17:30:30,"Verdecocha_728"
"127","10/08/2017","August","2017","Verdecocha","Racinaea tetrantha",5,"2","Metallura tyrianthina",NA,"Verdecocha_August_735",-78.597318,-0.116806,"3398.996","2017-08-10T17:50:45Z","735","Flag, Blue","Blue Flag","735",NA,NA,NA,"735",2017-08-10 17:50:45,"Verdecocha_735"
"128","06/09/2017","September","2017","Verdecocha","Miconia corymbiformis",18,"6","Eriocnemis luciani",NA,"Verdecocha_September_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","06/09/2017","September","2017","Verdecocha","Heppiella repens",28,"6","Metallura tyrianthina","female","Verdecocha_September_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","06/09/2017","September","2017","Verdecocha","Racinaea tetrantha",21,"5","Metallura tyrianthina",NA,"Verdecocha_September_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","06/09/2017","September","2017","Verdecocha","Thibaudia floribunda",15,"6","Metallura tyrianthina",NA,"Verdecocha_September_93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","07/10/2017","October","2017","Verdecocha","Miconia corymbiformis",6,"7","Eriocnemis luciani",NA,"Verdecocha_October_308",-78.594995,-0.125162,"3469.361","2017-10-07T13:26:00Z","308","Flag, Blue","Blue Flag","308",NA,NA,NA,"308",2017-10-07 13:26:00,"Verdecocha_308"
"133","07/10/2017","October","2017","Verdecocha","Miconia bracteolata",NA,"9","Metallura tyrianthina","2 ind","Verdecocha_October_311",-78.594965,-0.12496,"3452.957","2017-10-07T13:36:03Z","311","Flag, Blue","Blue Flag","311",NA,NA,NA,"311",2017-10-07 13:36:03,"Verdecocha_311"
"134","07/10/2017","October","2017","Verdecocha","Miconia bracteolata",NA,"9","Ramphomicron microrhynchum","2 ind","Verdecocha_October_311",-78.594965,-0.12496,"3452.957","2017-10-07T13:36:03Z","311","Flag, Blue","Blue Flag","311",NA,NA,NA,"311",2017-10-07 13:36:03,"Verdecocha_311"
"135","07/10/2017","October","2017","Verdecocha","Miconia bracteolata",NA,"8","Ramphomicron microrhynchum",NA,"Verdecocha_October_318",-78.595144,-0.124271,"3413.602","2017-10-07T13:56:17Z","318","Flag, Blue","Blue Flag","318",NA,NA,NA,"318",2017-10-07 13:56:17,"Verdecocha_318"
"136","07/10/2017","October","2017","Verdecocha","Miconia bracteolata",NA,"7","Ramphomicron microrhynchum",NA,"Verdecocha_October_322",-78.595217,-0.123993,"3415.076","2017-10-07T14:12:17Z","322","Flag, Blue","Blue Flag","322",NA,NA,NA,"322",2017-10-07 14:12:17,"Verdecocha_322"
"137","07/10/2017","October","2017","Verdecocha","Racinaea tetrantha",6,"6","Eriocnemis luciani",NA,"Verdecocha_October_330",-78.596065,-0.123169,"3426.553","2017-10-07T14:36:16Z","330","Flag, Blue","Blue Flag","330",NA,NA,NA,"330",2017-10-07 14:36:16,"Verdecocha_330"
"138","07/10/2017","October","2017","Verdecocha","Miconia bracteolata",NA,"7","Ramphomicron microrhynchum",NA,"Verdecocha_October_338",-78.59673,-0.122638,"3425.529","2017-10-07T15:02:16Z","338","Flag, Blue","Blue Flag","338",NA,NA,NA,"338",2017-10-07 15:02:16,"Verdecocha_338"
"139","07/10/2017","October","2017","Verdecocha","Racinaea tetrantha",32,"5","Eriocnemis luciani","10 sec","Verdecocha_October_340",-78.596849,-0.122607,"3420.725","2017-10-07T15:14:00Z","340","Flag, Blue","Blue Flag","340",NA,NA,NA,"340",2017-10-07 15:14:00,"Verdecocha_340"
"140","07/10/2017","October","2017","Verdecocha","Racinaea tetrantha",12,"9","Eriocnemis luciani",NA,"Verdecocha_October_345",-78.597342,-0.122178,"3429.376","2017-10-07T15:30:47Z","345","Flag, Blue","Blue Flag","345",NA,NA,NA,"345",2017-10-07 15:30:47,"Verdecocha_345"
"141","07/10/2017","October","2017","Verdecocha","Racinaea tetrantha",2,"6","Metallura tyrianthina",NA,"Verdecocha_October_350",-78.597515,-0.121817,"3423.603","2017-10-07T15:43:39Z","350","Flag, Blue","Blue Flag","350",NA,NA,NA,"350",2017-10-07 15:43:39,"Verdecocha_350"
"142","07/10/2017","October","2017","Verdecocha","Racinaea tetrantha",24,"8","Eriocnemis luciani",NA,"Verdecocha_October_369",-78.597715,-0.120393,"3389.345","2017-10-07T16:15:40Z","369","Flag, Blue","Blue Flag","369",NA,NA,NA,"369",2017-10-07 16:15:40,"Verdecocha_369"
"143","07/10/2017","October","2017","Verdecocha","Thibaudia floribunda",9,"1","Metallura tyrianthina",NA,"Verdecocha_October_377",-78.597678,-0.119746,"3389.216","2017-10-07T16:31:54Z","377","Flag, Blue","Blue Flag","377",NA,NA,NA,"377",2017-10-07 16:31:54,"Verdecocha_377"
"144","07/10/2017","October","2017","Verdecocha","Bomarea patacocensis",26,"3","Coeligena lutetiae","Bomarea multiflora?","Verdecocha_October_384",-78.597681,-0.119149,"3388.253","2017-10-07T16:45:00Z","384","Flag, Blue","Blue Flag","384",NA,NA,NA,"384",2017-10-07 16:45:00,"Verdecocha_384"
"145","07/10/2017","October","2017","Verdecocha","Palicourea fuchsioides",9,"2","Metallura tyrianthina","2 ind","Verdecocha_October_421",-78.598006,-0.115197,"3432.474","2017-10-07T18:13:42Z","421","Flag, Blue","Blue Flag","421",NA,NA,NA,"421",2017-10-07 18:13:42,"Verdecocha_421"
"146","07/11/2017","November","2017","Verdecocha","Columnea dielsii",11,"4","Coeligena lutetiae",NA,"Verdecocha_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","07/11/2017","November","2017","Verdecocha","Columnea dielsii",5,"5","Coeligena lutetiae",NA,"Verdecocha_November_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","07/11/2017","November","2017","Verdecocha","Macleania rupestris",4,"4","Eriocnemis luciani",NA,"Verdecocha_November_87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","10/12/2017","December","2017","Verdecocha","Miconia corymbiformis",18,"6","Metallura tyrianthina",NA,"Verdecocha_December_494",-78.596046,-0.123132,"3431.302","2017-12-10T14:06:08Z","494","Flag, Blue","Blue Flag","494",NA,NA,NA,"494",2017-12-10 14:06:08,"Verdecocha_494"
"150","10/12/2017","December","2017","Verdecocha","Miconia corymbiformis",4,"7","Eriocnemis luciani",NA,"Verdecocha_December_502",-78.596957,-0.122505,"3414.438","2017-12-10T14:31:18Z","502","Flag, Blue","Blue Flag","502",NA,NA,NA,"502",2017-12-10 14:31:18,"Verdecocha_502"
"151","10/12/2017","December","2017","Verdecocha","Palicourea amethystina",13,"4","Eriocnemis luciani",NA,"Verdecocha_December_546",-78.597338,-0.116982,"3385.776","2017-12-10T16:16:25Z","546","Flag, Blue","Blue Flag","546",NA,NA,NA,"546",2017-12-10 16:16:25,"Verdecocha_546"
"152","10/12/2017","December","2017","Verdecocha","Epidendrum mesogastropodium",22,"4","Metallura tyrianthina",NA,"Verdecocha_December_561",-78.597978,-0.11518,"3416.397","2017-12-10T16:46:52Z","561","Flag, Blue","Blue Flag","561",NA,NA,NA,"561",2017-12-10 16:46:52,"Verdecocha_561"
"153","10/01/2018","January","2018","Verdecocha","Columnea dielsii",6,"3","Coeligena lutetiae","female","Verdecocha_January_104",-78.595066,-0.124545,"3428.302","2018-01-10T13:29:35Z","104","Flag, Blue","Blue Flag","104",NA,NA,NA,"104",2018-01-10 13:29:35,"Verdecocha_104"
"154","10/01/2018","January","2018","Verdecocha","Columnea dielsii",38,"4","Coeligena lutetiae",NA,"Verdecocha_January_115",-78.596196,-0.122982,"3425.236","2018-01-10T14:00:05Z","115","Flag, Blue","Blue Flag","115",NA,NA,NA,"115",2018-01-10 14:00:05,"Verdecocha_115"
"155","10/01/2018","January","2018","Verdecocha","Disterigma noyesiae",2,"5","Metallura tyrianthina",NA,"Verdecocha_January_149",-78.597485,-0.118541,"3380.270","2018-01-10T15:36:52Z","149","Flag, Blue","Blue Flag","149",NA,NA,NA,"149",2018-01-10 15:36:52,"Verdecocha_149"
"156","10/01/2018","January","2018","Verdecocha","Disterigma noyesiae",2,"5","Metallura tyrianthina",NA,"Verdecocha_January_180",-78.59791,-0.115321,"3412.296","2018-01-10T16:52:15Z","180","Flag, Blue","Blue Flag","180",NA,NA,NA,"180",2018-01-10 16:52:15,"Verdecocha_180"
"157","04/04/2018","April","2018","Verdecocha","Macleania rupestris",NA,"4","Eriocnemis luciani",NA,"Verdecocha_April_1944",-78.597691,-0.120795,"3376.290","2018-04-04T15:16:21Z","1944","Flag, Blue","Blue Flag","1944",NA,NA,NA,"1944",2018-04-04 15:16:21,"Verdecocha_1944"
"158","04/04/2018","April","2018","Verdecocha","Columnea dielsii",NA,"0.5","Coeligena lutetiae",NA,"Verdecocha_April_1953",-78.597657,-0.120043,"3374.774","2018-04-04T15:30:50Z","1953","Flag, Blue","Blue Flag","1953",NA,NA,NA,"1953",2018-04-04 15:30:50,"Verdecocha_1953"
"159","04/04/2018","April","2018","Verdecocha","Macleania rupestris",NA,"4","Eriocnemis luciani",NA,"Verdecocha_April_1957",-78.597679,-0.11973,"3377.528","2018-04-04T15:36:32Z","1957","Flag, Blue","Blue Flag","1957",NA,NA,NA,"1957",2018-04-04 15:36:32,"Verdecocha_1957"
"160","08/02/2018","February","2018","Yanacocha D","Brachyotum ledifolium",6,"3","Metallura tyrianthina",NA,"Yanacocha D_February_1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","08/02/2018","February","2018","Yanacocha D","Siphocampylus giganteus",4,"3","Eriocnemis luciani",NA,"Yanacocha D_February_1543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","08/02/2018","February","2018","Yanacocha D","Brachyotum ledifolium",16,"2","Metallura tyrianthina",NA,"Yanacocha D_February_1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","08/02/2018","February","2018","Yanacocha D","Brachyotum ledifolium",2,"3","Eriocnemis luciani",NA,"Yanacocha D_February_1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","17/03/2017","March","2017","Yanacocha","Columnea dielsii",2,"3","Coeligena lutetiae","GPS amarillo no buena señal","Yanacocha_March_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","17/03/2017","March","2017","Yanacocha","Fuchsia cinerea",10,"5","Coeligena lutetiae","error 27 m en GPS","Yanacocha_March_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","17/03/2017","March","2017","Yanacocha","Columnea dielsii",7,"6","Metallura tyrianthina","GPS amarillo no buena señal","Yanacocha_March_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","17/03/2017","March","2017","Yanacocha","Fuchsia cinerea",7,"8","Metallura tyrianthina","Error GPS","Yanacocha_March_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","17/03/2017","March","2017","Yanacocha","Macleania rupestris",8,"3","Eriocnemis luciani","Error GPS","Yanacocha_March_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","17/03/2017","March","2017","Yanacocha","Columnea dielsii",2,"6","Coeligena lutetiae","error 20m en GPS","Yanacocha_March_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","17/03/2017","March","2017","Yanacocha","Macleania rupestris",6,"3","Coeligena lutetiae","error 27m en GPS","Yanacocha_March_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","17/03/2017","March","2017","Yanacocha","Columnea dielsii",6,"5","Coeligena lutetiae","error 58m en GPS","Yanacocha_March_60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","17/03/2017","March","2017","Yanacocha","Columnea dielsii",3,"3","Coeligena lutetiae",NA,"Yanacocha_March_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","17/03/2017","March","2017","Yanacocha","Centropogon pichinchensis",1,"2","Coeligena lutetiae","Error GPS","Yanacocha_March_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","17/03/2017","March","2017","Yanacocha","Columnea dielsii",18,"5","Coeligena lutetiae","error 14m en GPS","Yanacocha_March_66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","17/03/2017","March","2017","Yanacocha","Centropogon pichinchensis",1,"3","Coeligena lutetiae","error 14m en GPS","Yanacocha_March_76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","17/03/2017","March","2017","Yanacocha","Fuchsia cinerea",2,"4","Coeligena lutetiae","Error GPS","Yanacocha_March_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","04/04/2017","April","2017","Yanacocha","Tropaeolum tuberosum",25,"3","Coeligena lutetiae",NA,"Yanacocha_April_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","04/04/2017","April","2017","Yanacocha","Macleania rupestris",8,"9","Coeligena lutetiae",NA,"Yanacocha_April_91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","04/04/2017","April","2017","Yanacocha","Tropaeolum tuberosum",19,"3","Metallura tyrianthina",NA,"Yanacocha_April_114",-78.590924,-0.125104,"3483.052","2017-04-04T17:04:46Z","114","Flag, Blue","Blue Flag","114",NA,NA,NA,"114",2017-04-04 17:04:46,"Yanacocha_114"
"180","06/05/2017","May","2017","Yanacocha","Salvia pichinchensis",9,"1","Coeligena lutetiae",NA,"Yanacocha_May_479",-78.590242,-0.12252,"3510.137","2017-05-06T17:53:20Z","479","Flag, Blue","Blue Flag","479",NA,NA,NA,"479",2017-05-06 17:53:20,"Yanacocha_479"
"181","06/05/2017","May","2017","Yanacocha","Centropogon pichinchensis",5,"1","Coeligena lutetiae",NA,"Yanacocha_May_481",-78.59037,-0.122534,"3502.666","2017-05-06T17:58:49Z","481","Flag, Blue","Blue Flag","481",NA,NA,NA,"481",2017-05-06 17:58:49,"Yanacocha_481"
"182","06/05/2017","May","2017","Yanacocha","Tropaeolum tuberosum",1,"1","Metallura tyrianthina",NA,"Yanacocha_May_519",-78.59075,-0.124745,"3481.693","2017-05-06T19:12:05Z","519","Flag, Blue","Blue Flag","519",NA,NA,NA,"519",2017-05-06 19:12:05,"Yanacocha_519"
"183","14/06/2017","June","2017","Yanacocha","Fuchsia cinerea",3,"2","Coeligena lutetiae","perching 10 sec","Yanacocha_June_205",-78.589969,-0.117184,"3517.506","2017-06-14T13:53:50Z","205","Flag, Blue","Blue Flag","205",NA,NA,NA,"205",2017-06-14 13:53:50,"Yanacocha_205"
"184","14/06/2017","June","2017","Yanacocha","Siphocampylus rupestris",62,"5","Coeligena lutetiae","30 sec","Yanacocha_June_215",-78.590313,-0.11786,"3499.764","2017-06-14T14:23:33Z","215","Flag, Blue","Blue Flag","215",NA,NA,NA,"215",2017-06-14 14:23:33,"Yanacocha_215"
"185","14/06/2017","June","2017","Yanacocha","Macleania rupestris",15,"3","Eriocnemis luciani",NA,"Yanacocha_June_217",-78.590372,-0.118086,"3498.517","2017-06-14T14:32:43Z","217","Flag, Blue","Blue Flag","217",NA,NA,NA,"217",2017-06-14 14:32:43,"Yanacocha_217"
"186","14/06/2017","June","2017","Yanacocha","Macleania rupestris",3,"3","Eriocnemis luciani",NA,"Yanacocha_June_223",-78.590423,-0.118544,"3507.148","2017-06-14T14:59:32Z","223","Flag, Blue","Blue Flag","223",NA,NA,NA,"223",2017-06-14 14:59:32,"Yanacocha_223"
"187","14/06/2017","June","2017","Yanacocha","Macleania rupestris",1,"4","Coeligena lutetiae",NA,"Yanacocha_June_225",-78.590495,-0.118824,"3510.404","2017-06-14T15:15:07Z","225","Flag, Blue","Blue Flag","225",NA,NA,NA,"225",2017-06-14 15:15:07,"Yanacocha_225"
"188","14/06/2017","June","2017","Yanacocha","Centropogon pichinchensis",18,"3","Coeligena lutetiae",NA,"Yanacocha_June_228",-78.590595,-0.119048,"3508.761","2017-06-14T15:24:27Z","228","Flag, Blue","Blue Flag","228",NA,NA,NA,"228",2017-06-14 15:24:27,"Yanacocha_228"
"189","14/06/2017","June","2017","Yanacocha","Disterigma noyesiae",20,"3","Metallura tyrianthina",NA,"Yanacocha_June_242",-78.590322,-0.120438,"3515.352","2017-06-14T16:45:42Z","242","Flag, Blue","Blue Flag","242",NA,NA,NA,"242",2017-06-14 16:45:42,"Yanacocha_242"
"190","14/06/2017","June","2017","Yanacocha","Siphocampylus rupestris",68,"2","Coeligena lutetiae",NA,"Yanacocha_June_268",-78.590335,-0.122584,"3502.216","2017-06-14T18:41:03Z","268","Flag, Blue","Blue Flag","268",NA,NA,NA,"268",2017-06-14 18:41:03,"Yanacocha_268"
"191","14/06/2017","June","2017","Yanacocha","Siphocampylus rupestris",26,"10","Coeligena lutetiae",NA,"Yanacocha_June_292",-78.590535,-0.124271,"3469.977","2017-06-14T19:38:25Z","292","Flag, Blue","Blue Flag","292",NA,NA,NA,"292",2017-06-14 19:38:25,"Yanacocha_292"
"192","14/06/2017","June","2017","Yanacocha","Centropogon pichinchensis",6,"10","Eriocnemis luciani",NA,"Yanacocha_June_308",-78.591082,-0.12568,"3472.768","2017-06-14T20:07:18Z","308","Flag, Blue","Blue Flag","308",NA,NA,NA,"308",2017-06-14 20:07:18,"Yanacocha_308"
"193","14/07/2017","July","2017","Yanacocha","Tropaeolum tuberosum",35,"4","Metallura tyrianthina",NA,"Yanacocha_July_140",-78.590619,-0.123651,"3470.194","2017-07-14T17:24:40Z","140","Flag, Blue","Blue Flag","140",NA,NA,NA,"140",2017-07-14 17:24:40,"Yanacocha_140"
"194","14/07/2017","July","2017","Yanacocha","Tropaeolum tuberosum",20,"2","Metallura tyrianthina","female","Yanacocha_July_145",-78.590508,-0.124123,"3469.212","2017-07-14T17:33:04Z","145","Flag, Blue","Blue Flag","145",NA,NA,NA,"145",2017-07-14 17:33:04,"Yanacocha_145"
"195","09/08/2017","August","2017","Yanacocha","Miconia corymbiformis",25,"8","Metallura tyrianthina",NA,"Yanacocha_August_548",-78.589479,-0.116397,"3488.662","2017-08-09T12:34:22Z","548","Flag, Blue","Blue Flag","548",NA,NA,NA,"548",2017-08-09 12:34:22,"Yanacocha_548"
"196","09/08/2017","August","2017","Yanacocha","Fuchsia cinerea",15,"2","Metallura tyrianthina","2 ind","Yanacocha_August_623",-78.590677,-0.123333,"3471.011","2017-08-09T18:05:47Z","623","Flag, Blue","Blue Flag","623",NA,NA,NA,"623",2017-08-09 18:05:47,"Yanacocha_623"
"197","09/08/2017","August","2017","Yanacocha","Miconia corymbiformis",43,"10","Metallura tyrianthina",NA,"Yanacocha_August_646",-78.591154,-0.125734,"3476.470","2017-08-09T18:46:26Z","646","Flag, Blue","Blue Flag","646",NA,NA,NA,"646",2017-08-09 18:46:26,"Yanacocha_646"
